"disease","gene","expression"
"Healthy_Flu","TTK",4.558908709
"Healthy_Flu","CCNA2",4.805694662
"Healthy_Flu","BIRC5",4.168319229
"Healthy_Flu","BUB1B",4.688409909
"Healthy_Flu","KIF2C",4.794623515
"Healthy_Flu","MELK",4.320534203
"Healthy_Flu","TTK",4.024944054
"Healthy_Flu","CCNA2",4.734402034
"Healthy_Flu","BIRC5",4.586183897
"Healthy_Flu","BUB1B",4.586183897
"Healthy_Flu","KIF2C",4.464782184
"Healthy_Flu","MELK",4.464782184
"Influenza","TTK",4.390825059
"Influenza","CCNA2",5.18095365
"Influenza","BIRC5",5.053548747
"Influenza","BUB1B",4.155304397
"Influenza","KIF2C",4.749411668
"Influenza","MELK",4.614349623
"Influenza","TTK",4.371973818
"Influenza","CCNA2",4.90532428
"Influenza","BIRC5",4.25661826
"Influenza","BUB1B",3.898842468
"Influenza","KIF2C",4.423055855
"Influenza","MELK",4.005087256
"Influenza","TTK",5.306596201
"Influenza","CCNA2",4.555253994
"Influenza","BIRC5",4.220029812
"Influenza","BUB1B",5.033909266
"Influenza","KIF2C",4.690634518
"Influenza","MELK",4.54925364
"Influenza","TTK",5.241403202
"Influenza","CCNA2",6.224876011
"Influenza","BIRC5",5.707813635
"Influenza","BUB1B",4.99104342
"Influenza","KIF2C",4.773926533
"Influenza","MELK",5.293138429
"Healthy_Flu","TTK",4.348055471
"Healthy_Flu","CCNA2",4.68268957
"Healthy_Flu","BIRC5",4.70688821
"Healthy_Flu","BUB1B",4.492626979
"Healthy_Flu","KIF2C",4.393277133
"Healthy_Flu","MELK",4.626921134
"Healthy_Flu","TTK",4.501745982
"Healthy_Flu","CCNA2",4.454582193
"Healthy_Flu","BIRC5",4.540477637
"Healthy_Flu","BUB1B",4.606793646
"Healthy_Flu","KIF2C",4.584732857
"Healthy_Flu","MELK",4.443822367
"Influenza","TTK",5.623861355
"Influenza","CCNA2",5.300518869
"Influenza","BIRC5",5.053254065
"Influenza","BUB1B",4.957814881
"Influenza","KIF2C",6.323783011
"Influenza","MELK",5.723255965
"Healthy_Flu","TTK",4.117939237
"Healthy_Flu","CCNA2",5.050521595
"Healthy_Flu","BIRC5",4.301819607
"Healthy_Flu","BUB1B",4.988872549
"Healthy_Flu","KIF2C",4.501392363
"Healthy_Flu","MELK",4.762078837
"Influenza","TTK",5.460546301
"Influenza","CCNA2",6.431492492
"Influenza","BIRC5",5.557487882
"Influenza","BUB1B",3.918172895
"Influenza","KIF2C",5.298361696
"Influenza","MELK",5.648435817
"Healthy_Flu","TTK",4.795104076
"Healthy_Flu","CCNA2",5.462088494
"Healthy_Flu","BIRC5",4.497011827
"Healthy_Flu","BUB1B",4.841007561
"Healthy_Flu","KIF2C",4.748684324
"Healthy_Flu","MELK",4.574070298
"Influenza","TTK",5.150000708
"Influenza","CCNA2",5.159550083
"Influenza","BIRC5",4.71452929
"Influenza","BUB1B",4.351698429
"Influenza","KIF2C",4.727902092
"Influenza","MELK",4.66157096
"Healthy_Flu","TTK",4.993083036
"Healthy_Flu","CCNA2",4.901971312
"Healthy_Flu","BIRC5",4.845708243
"Healthy_Flu","BUB1B",5.098009227
"Healthy_Flu","KIF2C",4.19313094
"Healthy_Flu","MELK",4.432864581
"Healthy_Flu","TTK",4.635259365
"Healthy_Flu","CCNA2",4.570222458
"Healthy_Flu","BIRC5",4.292998877
"Healthy_Flu","BUB1B",4.682873655
"Healthy_Flu","KIF2C",4.487805773
"Healthy_Flu","MELK",4.113827627
"Influenza","TTK",5.080279853
"Influenza","CCNA2",5.089052348
"Influenza","BIRC5",4.71839744
"Influenza","BUB1B",4.972175529
"Influenza","KIF2C",4.117231634
"Influenza","MELK",4.117231634
"Healthy_Flu","TTK",4.605694983
"Healthy_Flu","CCNA2",5.400437788
"Healthy_Flu","BIRC5",4.677505119
"Healthy_Flu","BUB1B",4.290198684
"Healthy_Flu","KIF2C",4.351545753
"Healthy_Flu","MELK",4.965268009
"Influenza","TTK",5.253401974
"Influenza","CCNA2",5.619231196
"Influenza","BIRC5",4.634205969
"Influenza","BUB1B",4.850077437
"Influenza","KIF2C",5.017351167
"Influenza","MELK",4.867239822
"Influenza","TTK",5.342302416
"Influenza","CCNA2",5.923119975
"Influenza","BIRC5",4.885498455
"Influenza","BUB1B",4.893726146
"Influenza","KIF2C",4.915820475
"Influenza","MELK",5.392030488
"Healthy_Flu","TTK",4.613777173
"Healthy_Flu","CCNA2",4.525499508
"Healthy_Flu","BIRC5",5.153599232
"Healthy_Flu","BUB1B",4.172112413
"Healthy_Flu","KIF2C",4.647832917
"Healthy_Flu","MELK",4.784457341
"Influenza","TTK",4.589144476
"Influenza","CCNA2",4.93470239
"Influenza","BIRC5",4.232936478
"Influenza","BUB1B",5.234058183
"Influenza","KIF2C",4.345475367
"Influenza","MELK",4.409125266
"Healthy_Flu","TTK",4.601349109
"Healthy_Flu","CCNA2",4.654768802
"Healthy_Flu","BIRC5",4.425073698
"Healthy_Flu","BUB1B",4.985500696
"Healthy_Flu","KIF2C",4.136107493
"Healthy_Flu","MELK",4.425073698
"Influenza","TTK",5.419272566
"Influenza","CCNA2",5.9662684
"Influenza","BIRC5",4.86003017
"Influenza","BUB1B",4.632292393
"Influenza","KIF2C",4.761828679
"Influenza","MELK",5.136853941
"Influenza","TTK",4.743452346
"Influenza","CCNA2",6.298178644
"Influenza","BIRC5",4.633705227
"Influenza","BUB1B",4.572430744
"Influenza","KIF2C",5.061162966
"Influenza","MELK",4.933380633
"Influenza","TTK",5.786142848
"Influenza","CCNA2",6.366207063
"Influenza","BIRC5",6.167466838
"Influenza","BUB1B",4.950674529
"Influenza","KIF2C",5.918955751
"Influenza","MELK",5.722950096
"Healthy_Flu","TTK",5.016805607
"Healthy_Flu","CCNA2",5.206396403
"Healthy_Flu","BIRC5",4.447105494
"Healthy_Flu","BUB1B",4.511144634
"Healthy_Flu","KIF2C",4.511144634
"Healthy_Flu","MELK",4.464391138
"Healthy_Flu","TTK",4.878129977
"Healthy_Flu","CCNA2",4.662109884
"Healthy_Flu","BIRC5",4.465854275
"Healthy_Flu","BUB1B",4.509991085
"Healthy_Flu","KIF2C",4.176869981
"Healthy_Flu","MELK",4.236023694
"Healthy_Flu","TTK",4.830261365
"Healthy_Flu","CCNA2",4.62014667
"Healthy_Flu","BIRC5",4.442258963
"Healthy_Flu","BUB1B",4.714684876
"Healthy_Flu","KIF2C",4.811343637
"Healthy_Flu","MELK",4.650441956
"Influenza","TTK",5.396793333
"Influenza","CCNA2",6.099178039
"Influenza","BIRC5",4.824200312
"Influenza","BUB1B",4.723555676
"Influenza","KIF2C",5.197333133
"Influenza","MELK",5.402575121
"Healthy_Flu","TTK",4.228408786
"Healthy_Flu","CCNA2",4.99104342
"Healthy_Flu","BIRC5",4.853980726
"Healthy_Flu","BUB1B",4.566727704
"Healthy_Flu","KIF2C",4.608051552
"Healthy_Flu","MELK",3.578006887
"Influenza","TTK",5.493017133
"Influenza","CCNA2",6.163653804
"Influenza","BIRC5",5.069178577
"Influenza","BUB1B",5.142161009
"Influenza","KIF2C",5.383272006
"Influenza","MELK",5.386989134
"Healthy_Flu","TTK",4.877977119
"Healthy_Flu","CCNA2",5.440286552
"Healthy_Flu","BIRC5",4.26029433
"Healthy_Flu","BUB1B",4.501282519
"Healthy_Flu","KIF2C",4.327136963
"Healthy_Flu","MELK",4.54174666
"Influenza","TTK",4.822037327
"Influenza","CCNA2",5.555356879
"Influenza","BIRC5",4.829550647
"Influenza","BUB1B",4.584593467
"Influenza","KIF2C",4.958571997
"Influenza","MELK",4.844962954
"Healthy_Flu","TTK",4.232814176
"Healthy_Flu","CCNA2",5.632475432
"Healthy_Flu","BIRC5",4.19541402
"Healthy_Flu","BUB1B",4.263026759
"Healthy_Flu","KIF2C",3.55209023
"Healthy_Flu","MELK",4.654438975
"Healthy_Flu","TTK",4.331260082
"Healthy_Flu","CCNA2",4.64203366
"Healthy_Flu","BIRC5",4.781588835
"Healthy_Flu","BUB1B",4.234730215
"Healthy_Flu","KIF2C",4.625291894
"Healthy_Flu","MELK",4.363856278
"Influenza","TTK",5.239010005
"Influenza","CCNA2",5.80671135
"Influenza","BIRC5",5.738348817
"Influenza","BUB1B",4.958321962
"Influenza","KIF2C",5.622651646
"Influenza","MELK",5.790777074
"Influenza","TTK",4.18113816
"Influenza","CCNA2",4.882668348
"Influenza","BIRC5",4.620555483
"Influenza","BUB1B",4.204892172
"Influenza","KIF2C",4.687160878
"Influenza","MELK",4.333343532
"Influenza","TTK",4.673900538
"Influenza","CCNA2",5.245138857
"Influenza","BIRC5",4.797824305
"Influenza","BUB1B",4.468663965
"Influenza","KIF2C",4.748475189
"Influenza","MELK",4.925333399
"Influenza","TTK",4.923883392
"Influenza","CCNA2",5.384169176
"Influenza","BIRC5",4.053774151
"Influenza","BUB1B",4.74155402
"Influenza","KIF2C",4.693262121
"Influenza","MELK",4.791570633
"Influenza","TTK",5.107110471
"Influenza","CCNA2",5.587238239
"Influenza","BIRC5",4.949047287
"Influenza","BUB1B",4.691444351
"Influenza","KIF2C",5.136539225
"Influenza","MELK",4.994508837
"Influenza","TTK",4.694360891
"Influenza","CCNA2",5.686074871
"Influenza","BIRC5",5.527222072
"Influenza","BUB1B",4.953418462
"Influenza","KIF2C",5.043732654
"Influenza","MELK",4.878847353
"Influenza","TTK",5.87457345
"Influenza","CCNA2",6.70639074
"Influenza","BIRC5",6.151325036
"Influenza","BUB1B",4.938559143
"Influenza","KIF2C",6.229648849
"Influenza","MELK",5.641786682
"Influenza","TTK",6.221994491
"Influenza","CCNA2",6.953509708
"Influenza","BIRC5",6.732131516
"Influenza","BUB1B",5.793885145
"Influenza","KIF2C",6.360004197
"Influenza","MELK",5.817573046
"Influenza","TTK",6.45960704
"Influenza","CCNA2",7.393218544
"Influenza","BIRC5",6.134924939
"Influenza","BUB1B",6.021063227
"Influenza","KIF2C",6.323631019
"Influenza","MELK",6.134924939
"Influenza","TTK",5.057016337
"Influenza","CCNA2",5.187593558
"Influenza","BIRC5",4.776918939
"Influenza","BUB1B",4.375627896
"Influenza","KIF2C",5.077796208
"Influenza","MELK",4.970518923
"Healthy_Flu","TTK",4.717950801
"Healthy_Flu","CCNA2",4.790224562
"Healthy_Flu","BIRC5",4.257457914
"Healthy_Flu","BUB1B",4.572668667
"Healthy_Flu","KIF2C",4.805216167
"Healthy_Flu","MELK",4.577084842
"Influenza","TTK",4.413198581
"Influenza","CCNA2",5.534094425
"Influenza","BIRC5",4.918080566
"Influenza","BUB1B",4.375651292
"Influenza","KIF2C",4.400133659
"Influenza","MELK",4.987921558
"Influenza","TTK",5.416972151
"Influenza","CCNA2",5.665413308
"Influenza","BIRC5",5.080279853
"Influenza","BUB1B",4.528790986
"Influenza","KIF2C",5.091310699
"Influenza","MELK",5.218825676
"Influenza","TTK",4.804787524
"Influenza","CCNA2",4.859727874
"Influenza","BIRC5",4.152599298
"Influenza","BUB1B",4.396151478
"Influenza","KIF2C",5.027010944
"Influenza","MELK",4.791804893
"Influenza","TTK",5.439627425
"Influenza","CCNA2",5.905673106
"Influenza","BIRC5",5.028432698
"Influenza","BUB1B",4.623205651
"Influenza","KIF2C",4.869824818
"Influenza","MELK",5.146065811
"Healthy_Flu","TTK",4.676659776
"Healthy_Flu","CCNA2",4.885176971
"Healthy_Flu","BIRC5",4.940820498
"Healthy_Flu","BUB1B",4.58108586
"Healthy_Flu","KIF2C",4.932466295
"Healthy_Flu","MELK",4.156777512
"Healthy_Flu","TTK",4.78034905
"Healthy_Flu","CCNA2",4.969327972
"Healthy_Flu","BIRC5",4.47131772
"Healthy_Flu","BUB1B",5.03596819
"Healthy_Flu","KIF2C",4.058485172
"Healthy_Flu","MELK",4.236599355
"Influenza","TTK",5.398916293
"Influenza","CCNA2",6.087603766
"Influenza","BIRC5",5.356432247
"Influenza","BUB1B",5.433688092
"Influenza","KIF2C",5.433688092
"Influenza","MELK",5.441159365
"Influenza","TTK",5.109075505
"Influenza","CCNA2",6.346452392
"Influenza","BIRC5",5.843117656
"Influenza","BUB1B",5.088616444
"Influenza","KIF2C",5.331627886
"Influenza","MELK",5.436098689
"Influenza","TTK",5.656194545
"Influenza","CCNA2",7.058595356
"Influenza","BIRC5",6.25819286
"Influenza","BUB1B",5.43166341
"Influenza","KIF2C",5.633592162
"Influenza","MELK",5.798895088
"Influenza","TTK",5.5131871
"Influenza","CCNA2",5.336973844
"Influenza","BIRC5",4.698490879
"Influenza","BUB1B",4.779657102
"Influenza","KIF2C",5.120167081
"Influenza","MELK",4.582179638
"Influenza","TTK",5.397745667
"Influenza","CCNA2",5.372316147
"Influenza","BIRC5",4.977647712
"Influenza","BUB1B",4.429495074
"Influenza","KIF2C",5.065821552
"Influenza","MELK",4.562550695
"Influenza","TTK",5.257876526
"Influenza","CCNA2",6.178233196
"Influenza","BIRC5",5.698191394
"Influenza","BUB1B",4.706387514
"Influenza","KIF2C",6.303142175
"Influenza","MELK",5.068677378
"Healthy_Flu","TTK",4.879602808
"Healthy_Flu","CCNA2",5.104855961
"Healthy_Flu","BIRC5",4.392835845
"Healthy_Flu","BUB1B",4.463601167
"Healthy_Flu","KIF2C",4.570624446
"Healthy_Flu","MELK",4.786805446
"Influenza","TTK",4.627785744
"Influenza","CCNA2",6.448912431
"Influenza","BIRC5",5.309721459
"Influenza","BUB1B",4.51735533
"Influenza","KIF2C",5.056249769
"Influenza","MELK",5.886932793
"Influenza","TTK",4.544829675
"Influenza","CCNA2",5.123595101
"Influenza","BIRC5",4.584877844
"Influenza","BUB1B",4.70528782
"Influenza","KIF2C",3.523676748
"Influenza","MELK",4.555984798
"Influenza","TTK",5.887182113
"Influenza","CCNA2",5.986658175
"Influenza","BIRC5",6.085766654
"Influenza","BUB1B",4.463702063
"Influenza","KIF2C",5.112640214
"Influenza","MELK",4.950979571
"Influenza","TTK",4.992869429
"Influenza","CCNA2",5.882100783
"Influenza","BIRC5",5.711013548
"Influenza","BUB1B",4.83029379
"Influenza","KIF2C",5.163768953
"Influenza","MELK",4.877889704
"Healthy_Flu","TTK",4.303904476
"Healthy_Flu","CCNA2",4.982307114
"Healthy_Flu","BIRC5",4.019047008
"Healthy_Flu","BUB1B",4.776434046
"Healthy_Flu","KIF2C",3.666083672
"Healthy_Flu","MELK",4.796676186
"Healthy_Flu","TTK",4.259658633
"Healthy_Flu","CCNA2",5.210782386
"Healthy_Flu","BIRC5",4.768116436
"Healthy_Flu","BUB1B",3.86223761
"Healthy_Flu","KIF2C",4.901481626
"Healthy_Flu","MELK",4.312609359
"Influenza","TTK",4.605934032
"Influenza","CCNA2",5.305568059
"Influenza","BIRC5",4.537008648
"Influenza","BUB1B",4.228272982
"Influenza","KIF2C",4.548274636
"Influenza","MELK",4.83285439
"Healthy_Flu","TTK",5.496269146
"Healthy_Flu","CCNA2",5.456213967
"Healthy_Flu","BIRC5",5.027932238
"Healthy_Flu","BUB1B",4.67414532
"Healthy_Flu","KIF2C",3.958426188
"Healthy_Flu","MELK",4.658279862
"Influenza","TTK",5.636173448
"Influenza","CCNA2",6.599951219
"Influenza","BIRC5",5.896587291
"Influenza","BUB1B",4.981469531
"Influenza","KIF2C",5.356944796
"Influenza","MELK",5.596468857
"Healthy_Flu","TTK",4.45307185
"Healthy_Flu","CCNA2",4.90537831
"Healthy_Flu","BIRC5",4.418544793
"Healthy_Flu","BUB1B",4.641262038
"Healthy_Flu","KIF2C",3.89324539
"Healthy_Flu","MELK",4.432930935
"Healthy_Flu","TTK",5.054648541
"Healthy_Flu","CCNA2",5.100104674
"Healthy_Flu","BIRC5",4.423426643
"Healthy_Flu","BUB1B",4.417293595
"Healthy_Flu","KIF2C",4.310498936
"Healthy_Flu","MELK",4.505616408
"Healthy_Flu","TTK",4.614349623
"Healthy_Flu","CCNA2",4.966828365
"Healthy_Flu","BIRC5",4.837419292
"Healthy_Flu","BUB1B",4.600281177
"Healthy_Flu","KIF2C",4.291272612
"Healthy_Flu","MELK",4.728281427
"Influenza","TTK",5.026525604
"Influenza","CCNA2",6.462372837
"Influenza","BIRC5",5.489162578
"Influenza","BUB1B",4.427619279
"Influenza","KIF2C",4.854893142
"Influenza","MELK",5.067748603
"Influenza","TTK",4.903013217
"Influenza","CCNA2",5.40349904
"Influenza","BIRC5",4.583974707
"Influenza","BUB1B",4.197449007
"Influenza","KIF2C",4.71005288
"Influenza","MELK",5.017712547
"Influenza","TTK",5.752716367
"Influenza","CCNA2",6.634417887
"Influenza","BIRC5",5.128338758
"Influenza","BUB1B",5.090472848
"Influenza","KIF2C",5.241403202
"Influenza","MELK",5.458303217
"Healthy_Flu","TTK",4.568021595
"Healthy_Flu","CCNA2",4.274185431
"Healthy_Flu","BIRC5",4.274185431
"Healthy_Flu","BUB1B",4.713445175
"Healthy_Flu","KIF2C",3.730399016
"Healthy_Flu","MELK",4.495510192
"Influenza","TTK",4.892410118
"Influenza","CCNA2",5.258611409
"Influenza","BIRC5",5.13969295
"Influenza","BUB1B",3.963868224
"Influenza","KIF2C",4.497355191
"Influenza","MELK",4.099017966
"Healthy_Flu","TTK",4.651317473
"Healthy_Flu","CCNA2",4.840693081
"Healthy_Flu","BIRC5",4.401812041
"Healthy_Flu","BUB1B",4.361612092
"Healthy_Flu","KIF2C",4.571088205
"Healthy_Flu","MELK",4.104774053
"Influenza","TTK",4.331484192
"Influenza","CCNA2",4.675493366
"Influenza","BIRC5",4.429084608
"Influenza","BUB1B",5.277773514
"Influenza","KIF2C",5.923119975
"Influenza","MELK",4.422852698
"Healthy_Flu","TTK",4.327864386
"Healthy_Flu","CCNA2",4.603648337
"Healthy_Flu","BIRC5",4.637654793
"Healthy_Flu","BUB1B",4.111749347
"Healthy_Flu","KIF2C",4.263017273
"Healthy_Flu","MELK",4.631985567
"Healthy_Flu","TTK",4.556571295
"Healthy_Flu","CCNA2",4.430394779
"Healthy_Flu","BIRC5",4.422628238
"Healthy_Flu","BUB1B",4.458206193
"Healthy_Flu","KIF2C",4.323020017
"Healthy_Flu","MELK",4.549554687
"Influenza","TTK",4.700048202
"Influenza","CCNA2",5.257730267
"Influenza","BIRC5",4.686514352
"Influenza","BUB1B",4.610363421
"Influenza","KIF2C",4.346795574
"Influenza","MELK",4.368074786
"Influenza","TTK",4.635017358
"Influenza","CCNA2",4.635017358
"Influenza","BIRC5",4.290959171
"Influenza","BUB1B",4.48608649
"Influenza","KIF2C",4.965961421
"Influenza","MELK",4.880533245
"Influenza","TTK",5.054092174
"Influenza","CCNA2",5.931234474
"Influenza","BIRC5",5.27592306
"Influenza","BUB1B",4.704607649
"Influenza","KIF2C",5.129523032
"Influenza","MELK",5.184108721
"Influenza","TTK",5.69618354
"Influenza","CCNA2",6.222284795
"Influenza","BIRC5",5.566360271
"Influenza","BUB1B",4.575719327
"Influenza","KIF2C",5.400551267
"Influenza","MELK",5.574495413
"Influenza","TTK",4.928958906
"Influenza","CCNA2",5.575080523
"Influenza","BIRC5",4.529217693
"Influenza","BUB1B",4.924263195
"Influenza","KIF2C",4.47247391
"Influenza","MELK",4.479308578
"Healthy_Flu","TTK",4.980610246
"Healthy_Flu","CCNA2",4.836300317
"Healthy_Flu","BIRC5",4.263439326
"Healthy_Flu","BUB1B",4.796558003
"Healthy_Flu","KIF2C",4.333079249
"Healthy_Flu","MELK",4.333079249
"Healthy_Flu","TTK",4.506622948
"Healthy_Flu","CCNA2",4.824270198
"Healthy_Flu","BIRC5",4.680069337
"Healthy_Flu","BUB1B",4.617705001
"Healthy_Flu","KIF2C",4.297495143
"Healthy_Flu","MELK",4.157836755
"Influenza","TTK",4.971365747
"Influenza","CCNA2",6.10225309
"Influenza","BIRC5",5.573364428
"Influenza","BUB1B",5.09354223
"Influenza","KIF2C",4.526069265
"Influenza","MELK",5.239010005
"Influenza","TTK",4.510318754
"Influenza","CCNA2",5.619792578
"Influenza","BIRC5",4.630886123
"Influenza","BUB1B",4.730564499
"Influenza","KIF2C",4.875079538
"Influenza","MELK",4.25436797
"Influenza","TTK",5.273779766
"Influenza","CCNA2",5.644736461
"Influenza","BIRC5",4.866793502
"Influenza","BUB1B",4.897913706
"Influenza","KIF2C",4.885434554
"Influenza","MELK",5.985424652
"Healthy_Flu","TTK",4.716127331
"Healthy_Flu","CCNA2",5.092844381
"Healthy_Flu","BIRC5",4.478621724
"Healthy_Flu","BUB1B",4.721144735
"Healthy_Flu","KIF2C",4.84068194
"Healthy_Flu","MELK",3.845983837
"Influenza","TTK",5.879063433
"Influenza","CCNA2",6.341817499
"Influenza","BIRC5",5.81346024
"Influenza","BUB1B",5.137971292
"Influenza","KIF2C",5.397826579
"Influenza","MELK",5.809381005
"Influenza","TTK",4.604496592
"Influenza","CCNA2",5.437487029
"Influenza","BIRC5",5.146350877
"Influenza","BUB1B",3.544132103
"Influenza","KIF2C",5.189247276
"Influenza","MELK",4.516855441
"Influenza","TTK",4.424569645
"Influenza","CCNA2",5.988468733
"Influenza","BIRC5",4.752966211
"Influenza","BUB1B",4.553773491
"Influenza","KIF2C",4.972906535
"Influenza","MELK",4.69558045
"Influenza","TTK",5.525255212
"Influenza","CCNA2",6.766814144
"Influenza","BIRC5",6.064501778
"Influenza","BUB1B",4.644872924
"Influenza","KIF2C",5.415467247
"Influenza","MELK",5.815643306
"Influenza","TTK",5.242015525
"Influenza","CCNA2",6.91701086
"Influenza","BIRC5",5.561974282
"Influenza","BUB1B",5.337489767
"Influenza","KIF2C",4.998193937
"Influenza","MELK",5.795097164
"Influenza","TTK",5.077294599
"Influenza","CCNA2",5.92119439
"Influenza","BIRC5",4.86430343
"Influenza","BUB1B",5.003847992
"Influenza","KIF2C",4.955355737
"Influenza","MELK",5.484176121
